Tool,Category,Patch,GitHubLink,ChangeType,CodeLine,RequireType
tips,arithmetic,bectoken,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/arithmetic/BECToken/BECToken.diff,modified,require(_to != address(0));,invariant
tips,arithmetic,bectoken,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/arithmetic/BECToken/BECToken.diff,modified,require(_value > 0 && _value <= balances[_from]);,invariant
tips,arithmetic,bectoken,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/arithmetic/BECToken/BECToken.diff,modified,require(_value <= allowed[_from][msg.sender]);,invariant
tips,arithmetic,bectoken,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/arithmetic/BECToken/BECToken.diff,modified,require(msg.sender == owner);,modifier
tips,arithmetic,bectoken,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/arithmetic/BECToken/BECToken.diff,modified,require(newOwner != address(0));,invariant
tips,arithmetic,bectoken,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/arithmetic/BECToken/BECToken.diff,modified,require(! paused);,modifier
tips,arithmetic,bectoken,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/arithmetic/BECToken/BECToken.diff,modified,require(paused);,modifier
tips,arithmetic,bectoken,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/arithmetic/BECToken/BECToken.diff,modified,require(cnt > 0 && cnt <= 20);,invariant
tips,arithmetic,bectoken,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/arithmetic/BECToken/BECToken.diff,modified,require(_value > 0 && balances[msg.sender] >= amount);,invariant
tips,time_manipulation,roulette,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/time_manipulation/roulette/roulette.diff,modified,require(msg.value == 10 ether);,invariant
tips,time_manipulation,roulette,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/TIPS/time_manipulation/roulette/roulette.diff,modified,require(now != pastBlockTime);,runtime check
